Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Day,Month,Year,Dep_Hr,Dep_Min,Arr_Hr,Arr_Min,Duration_Hr,Duration_Min
Air India,06-05-2019,Kolkata,Banglore,CCU → DEL → VGA → BLR,07:00,10:00,27h,2,No Info,14508,6,5,2019,7,0,10,0,27h,
Air Asia,12-05-2019,Kolkata,Banglore,CCU → BBI → BLR,06:50,10:30,03:40,1,No Info,5162,12,5,2019,6,50,10,30,3,40
Jet Airways,12-06-2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:00,23:45,1,In-flight meal not included,10262,12,6,2019,19,15,19,0,23,45
Multiple carriers,09-03-2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:45,12:45,1,No Info,15237,9,3,2019,7,0,19,45,12,45
Multiple carriers,01-06-2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:00,07:20,1,No Info,12524,1,6,2019,11,40,19,0,7,20
Jet Airways,18-05-2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50,24:55:00,1,In-flight meal not included,10844,18,5,2019,18,55,19,50,24,55
Air India,21-03-2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,13:00,25:10:00,1,No Info,5092,21,3,2019,11,50,13,0,25,10
Multiple carriers,18-05-2019,Delhi,Cochin,DEL → BOM → COK,09:15,19:15,10h,1,No Info,8309,18,5,2019,9,15,19,15,10h,
GoAir,09-04-2019,Delhi,Cochin,DEL → AMD → COK,07:25,13:20,05:55,1,No Info,4106,9,4,2019,7,25,13,20,5,55
Jet Airways,09-06-2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,10:55,25:20:00,1,No Info,14151,9,6,2019,9,35,10,55,25,20
Jet Airways,06-04-2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10:20,1,In-flight meal not included,5177,6,4,2019,2,15,12,35,10,20
Jet Airways,21-05-2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,06:40,1,In-flight meal not included,10844,21,5,2019,14,5,20,45,6,40
IndiGo,18-05-2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,0,No Info,4823,18,5,2019,16,55,19,55,3h,
Jet Airways,09-06-2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00,25:30:00,1,In-flight meal not included,10262,9,6,2019,17,30,19,0,25,30
Air India,21-05-2019,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15,23h,2,No Info,13381,21,5,2019,20,15,19,15,23h,
IndiGo,01-05-2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,02:25,0,No Info,4332,1,5,2019,11,35,14,0,2,25
Jet Airways,01-03-2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,18:25,12:40,1,No Info,26890,1,3,2019,5,45,18,25,12,40
Air India,15-05-2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,07:40,20:45,2,No Info,12803,15,5,2019,10,55,7,40,20,45
Jet Airways,12-06-2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,16:20,26:15:00,1,In-flight meal not included,8529,12,6,2019,14,5,16,20,26,15
SpiceJet,03-04-2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,02:25,0,No Info,3873,3,4,2019,9,0,11,25,2,25
Jet Airways,06-06-2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,07:55,1,In-flight meal not included,10844,6,6,2019,8,25,16,20,7,55
Jet Airways,03-05-2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,0,In-flight meal not included,6144,3,5,2019,19,50,22,50,3h,
Jet Airways,01-05-2019,Banglore,Delhi,BLR → DEL,11:10,14:05,02:55,0,No Info,7229,1,5,2019,11,10,14,5,2,55
Jet Airways,21-03-2019,Delhi,Cochin,DEL → BOM → COK,07:05,18:50,11:45,1,No Info,12767,21,3,2019,7,5,18,50,11,45
Jet Airways,06-05-2019,Banglore,Delhi,BLR → DEL,15:15,18:10,02:55,0,No Info,7229,6,5,2019,15,15,18,10,2,55
Multiple carriers,12-06-2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:15,07:50,1,No Info,7354,12,6,2019,11,25,19,15,7,50
IndiGo,21-05-2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,01:30,0,No Info,4049,21,5,2019,9,10,10,40,1,30
Multiple carriers,27-05-2019,Delhi,Cochin,DEL → BOM → COK,11:30,01:30,14h,1,No Info,13377,27,5,2019,11,30,1,30,14h,
IndiGo,15-03-2019,Banglore,New Delhi,BLR → DEL,10:10,13:00,02:50,0,No Info,6144,15,3,2019,10,10,13,0,2,50
Multiple carriers,15-05-2019,Delhi,Cochin,DEL → BOM → COK,06:00,19:15,13:15,1,No Info,8266,15,5,2019,6,0,19,15,13,15
Air India,15-05-2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,09:25,26:20:00,2,No Info,10975,15,5,2019,7,5,9,25,26,20
Multiple carriers,15-06-2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:00,12h,1,No Info,12192,15,6,2019,7,0,19,0,12h,
Jet Airways,27-03-2019,Delhi,Cochin,DEL → IXC → BOM → COK,06:20,19:45,37:25:00,2,No Info,12273,27,3,2019,6,20,19,45,37,25
Jet Airways,01-03-2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,00:45,10:40,1,No Info,26890,1,3,2019,14,5,0,45,10,40
Multiple carriers,06-03-2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:35,09:35,1,In-flight meal not included,15136,6,3,2019,16,0,1,35,9,35
Jet Airways,09-06-2019,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,05:30,1,In-flight meal not included,10262,9,6,2019,7,5,12,35,5,30
Jet Airways,03-06-2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00,25:30:00,1,In-flight meal not included,10262,3,6,2019,17,30,19,0,25,30
Jet Airways,24-03-2019,Mumbai,Hyderabad,BOM → HYD,15:50,17:20,01:30,0,In-flight meal not included,2228,24,3,2019,15,50,17,20,1,30
IndiGo,27-06-2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,02:20,0,No Info,3597,27,6,2019,19,35,21,55,2,20
SpiceJet,15-05-2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,02:35,0,No check-in baggage included,3841,15,5,2019,6,55,9,30,2,35
Jet Airways,12-06-2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,07:05,1,In-flight meal not included,9899,12,6,2019,16,30,23,35,7,5
Multiple carriers,09-06-2019,Delhi,Cochin,DEL → BOM → COK,02:15,11:30,09:15,1,No Info,13587,9,6,2019,2,15,11,30,9,15
Air Asia,09-06-2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,02:30,0,No Info,4409,9,6,2019,19,55,22,25,2,30
IndiGo,06-05-2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,01:30,0,No Info,2227,6,5,2019,21,20,22,50,1,30
Air India,03-03-2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,01:20,0,No Info,4937,3,3,2019,6,20,7,40,1,20
IndiGo,24-03-2019,Kolkata,Banglore,CCU → BOM → BLR,05:35,11:20,05:45,1,No Info,9319,24,3,2019,5,35,11,20,5,45
Jet Airways,12-05-2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,08:25,1,No Info,14151,12,5,2019,9,35,18,0,8,25
Jet Airways,09-06-2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1,No Info,14714,9,6,2019,13,0,19,0,6h,
Jet Airways,03-05-2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,0,No Info,7229,3,5,2019,17,45,20,45,3h,
Vistara,03-05-2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,02:20,0,No Info,11982,3,5,2019,17,45,20,5,2,20
IndiGo,12-04-2019,Banglore,Delhi,BLR → DEL,18:25,21:20,02:55,0,No Info,4990,12,4,2019,18,25,21,20,2,55
Multiple carriers,21-05-2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:00,08:25,1,No Info,9103,21,5,2019,10,35,19,0,8,25
SpiceJet,12-03-2019,Chennai,Kolkata,MAA → CCU,09:30,12:05,02:35,0,No Info,6300,12,3,2019,9,30,12,5,2,35
Jet Airways,24-06-2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,07:05,2,No Info,14441,24,6,2019,5,30,12,35,7,5
Air India,12-06-2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,18:30,09:05,1,No Info,8366,12,6,2019,9,25,18,30,9,5
SpiceJet,18-05-2019,Delhi,Cochin,DEL → MAA → COK,15:45,22:05,06:20,1,No Info,7317,18,5,2019,15,45,22,5,6,20
GoAir,24-03-2019,Banglore,New Delhi,BLR → DEL,07:45,10:40,02:55,0,No Info,3898,24,3,2019,7,45,10,40,2,55
Jet Airways,01-06-2019,Delhi,Cochin,DEL → BOM → COK,22:50,19:00,20:10,1,No Info,14714,1,6,2019,22,50,19,0,20,10
SpiceJet,18-06-2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,02:25,0,No check-in baggage included,3841,18,6,2019,9,0,11,25,2,25
Multiple carriers,01-05-2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10:15,1,No Info,15373,1,5,2019,9,0,19,15,10,15
Air India,09-05-2019,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,11:10,26:50:00,2,No Info,11222,9,5,2019,8,20,11,10,26,50
Multiple carriers,24-06-2019,Delhi,Cochin,DEL → BOM → COK,04:55,19:15,14:20,1,No Info,7155,24,6,2019,4,55,19,15,14,20
Multiple carriers,09-03-2019,Delhi,Cochin,DEL → BOM → COK,15:15,01:35,10:20,1,No Info,15200,9,3,2019,15,15,1,35,10,20
Jet Airways,21-03-2019,Banglore,New Delhi,BLR → BOM → DEL,18:40,07:40,13h,1,In-flight meal not included,7832,21,3,2019,18,40,7,40,13h,
IndiGo,03-06-2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1,No Info,6593,3,6,2019,16,0,21,0,5h,
Air India,06-05-2019,Kolkata,Banglore,CCU → DEL → COK → TRV → BLR,07:00,10:30,27:30:00,3,No Info,13007,6,5,2019,7,0,10,30,27,30
Jet Airways,06-03-2019,Delhi,Cochin,DEL → BOM → COK,09:55,18:50,08:55,1,In-flight meal not included,15400,6,3,2019,9,55,18,50,8,55
Air India,09-06-2019,Kolkata,Banglore,CCU → MAA → BLR,14:35,14:35,24h,1,No Info,6528,9,6,2019,14,35,14,35,24h,
Jet Airways,24-06-2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35,26:55:00,2,In-flight meal not included,10368,24,6,2019,9,40,12,35,26,55
IndiGo,24-04-2019,Delhi,Cochin,DEL → BOM → COK,04:55,21:00,16:05,1,No Info,6162,24,4,2019,4,55,21,0,16,5
Jet Airways,06-03-2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,09:00,18:55,1,No Info,17261,6,3,2019,14,5,9,0,18,55
Jet Airways,01-04-2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,20:45,28:15:00,1,In-flight meal not included,7064,1,4,2019,16,30,20,45,28,15
Jet Airways,09-06-2019,Delhi,Cochin,DEL → LKO → BOM → COK,11:45,12:35,24:50:00,2,No Info,13882,9,6,2019,11,45,12,35,24,50
Vistara,03-06-2019,Delhi,Cochin,DEL → COK,14:40,17:50,03:10,0,No Info,6216,3,6,2019,14,40,17,50,3,10
Jet Airways,18-05-2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,07:20,2,In-flight meal not included,19644,18,5,2019,11,40,19,0,7,20
Jet Airways,09-05-2019,Banglore,Delhi,BLR → DEL,15:15,18:10,02:55,0,In-flight meal not included,4544,9,5,2019,15,15,18,10,2,55
IndiGo,27-03-2019,Chennai,Kolkata,MAA → CCU,14:40,17:05,02:25,0,No Info,3384,27,3,2019,14,40,17,5,2,25
IndiGo,06-06-2019,Kolkata,Banglore,CCU → BLR,15:15,17:45,02:30,0,No Info,4804,6,6,2019,15,15,17,45,2,30
Jet Airways,24-03-2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,19:40,23:55,1,In-flight meal not included,10031,24,3,2019,19,45,19,40,23,55
Jet Airways,12-05-2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15,11:05,1,In-flight meal not included,8586,12,5,2019,21,10,8,15,11,5
Jet Airways,21-03-2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,13:15,06:15,1,In-flight meal not included,7832,21,3,2019,7,0,13,15,6,15
Vistara,24-05-2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:05,16:05,1,No Info,10027,24,5,2019,17,0,9,5,16,5
IndiGo,18-03-2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:25,01:25,0,No Info,2754,18,3,2019,12,0,13,25,1,25
Jet Airways,21-03-2019,Delhi,Cochin,DEL → BOM → COK,08:00,04:25,20:25,1,No Info,12767,21,3,2019,8,0,4,25,20,25
GoAir,09-05-2019,Kolkata,Banglore,CCU → AMD → BLR,16:40,00:15,07:35,1,No Info,8777,9,5,2019,16,40,0,15,7,35
GoAir,24-06-2019,Delhi,Cochin,DEL → BOM → COK,14:25,19:35,05:10,1,No Info,7870,24,6,2019,14,25,19,35,5,10
Air India,12-06-2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,11:10,23:10,2,No Info,9416,12,6,2019,12,0,11,10,23,10
SpiceJet,06-05-2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:15,01:30,0,No check-in baggage included,2175,6,5,2019,22,45,0,15,1,30
Multiple carriers,24-06-2019,Delhi,Cochin,DEL → HYD → COK,09:45,22:30,12:45,1,No Info,9646,24,6,2019,9,45,22,30,12,45
Jet Airways,24-05-2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40,08:40,1,No Info,13731,24,5,2019,20,0,4,40,8,40
Air India,06-03-2019,Delhi,Cochin,DEL → HYD → BOM → COK,07:05,19:15,36:10:00,2,No Info,11552,6,3,2019,7,5,19,15,36,10
Air India,18-03-2019,Banglore,New Delhi,BLR → BOM → BHO → DEL,08:50,23:25,38:35:00,2,No Info,10783,18,3,2019,8,50,23,25,38,35
Jet Airways,01-05-2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,14:25,21:25,1,No Info,11467,1,5,2019,17,0,14,25,21,25
Air India,03-06-2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12:15,1,No Info,8879,3,6,2019,7,0,19,15,12,15
Multiple carriers,06-06-2019,Delhi,Cochin,DEL → BOM → COK,12:50,01:30,12:40,1,No Info,6795,6,6,2019,12,50,1,30,12,40
IndiGo,03-03-2019,Delhi,Cochin,DEL → BOM → COK,07:30,15:30,8h,1,No Info,14871,3,3,2019,7,30,15,30,8h,
Multiple carriers,03-03-2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,01:35,10:30,2,No Info,34503,3,3,2019,15,5,1,35,10,30
Air India,15-06-2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,09:25,26:20:00,2,No Info,10975,15,6,2019,7,5,9,25,26,20
Air India,24-05-2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,23:15,13:25,2,No Info,15170,24,5,2019,9,50,23,15,13,25
Air India,01-05-2019,Kolkata,Banglore,CCU → MAA → BLR,14:35,14:35,24h,1,No Info,7001,1,5,2019,14,35,14,35,24h,
Air India,18-05-2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,18:30,09:05,1,No Info,8576,18,5,2019,9,25,18,30,9,5
Jet Airways,09-05-2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25,08:55,2,No Info,15129,9,5,2019,19,30,4,25,8,55
IndiGo,09-04-2019,Banglore,Delhi,BLR → DEL,08:30,11:20,02:50,0,No Info,4823,9,4,2019,8,30,11,20,2,50
Jet Airways,21-05-2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,13:20,1,In-flight meal not included,10844,21,5,2019,6,30,19,50,13,20
Vistara,09-06-2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,20:20,24h,1,No Info,8085,9,6,2019,20,20,20,20,24h,
Jet Airways,03-03-2019,Delhi,Cochin,DEL → UDR → BOM → COK,18:20,04:25,34:05:00,2,No Info,20747,3,3,2019,18,20,4,25,34,5
Air India,06-05-2019,Kolkata,Banglore,CCU → DEL → BLR,17:30,08:55,15:25,1,No Info,10203,6,5,2019,17,30,8,55,15,25
Jet Airways,21-05-2019,Delhi,Cochin,DEL → BOM → COK,19:45,19:00,23:15,1,In-flight meal not included,12898,21,5,2019,19,45,19,0,23,15
Jet Airways,12-05-2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,08:15,25:45:00,1,No Info,13941,12,5,2019,6,30,8,15,25,45
IndiGo,18-05-2019,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,10:25,1,No Info,7503,18,5,2019,10,35,21,0,10,25
Jet Airways,01-06-2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1,No Info,14714,1,6,2019,9,0,19,0,10h,
IndiGo,24-06-2019,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,04:35,1,No Info,5054,24,6,2019,7,35,12,10,4,35
GoAir,15-03-2019,Banglore,New Delhi,BLR → DEL,20:55,23:50,02:55,0,No Info,8722,15,3,2019,20,55,23,50,2,55
Jet Airways,06-05-2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,10:05,27:35:00,1,In-flight meal not included,8586,6,5,2019,6,30,10,5,27,35
Air India,09-06-2019,Banglore,Delhi,BLR → DEL,21:05,23:55,02:50,0,No Info,5228,9,6,2019,21,5,23,55,2,50
Air India,09-05-2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,01:30,0,No Info,3100,9,5,2019,13,55,15,25,1,30
IndiGo,01-06-2019,Delhi,Cochin,DEL → COK,05:35,08:50,03:15,0,No Info,6541,1,6,2019,5,35,8,50,3,15
Multiple carriers,21-05-2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,08:55,1,No Info,8266,21,5,2019,10,20,19,15,8,55
IndiGo,03-06-2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:30,06:55,1,No Info,6628,3,6,2019,18,35,1,30,6,55
Jet Airways,21-05-2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40,12:10,1,In-flight meal not included,9663,21,5,2019,16,30,4,40,12,10
Jet Airways,12-06-2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,06:05,1,In-flight meal not included,9899,12,6,2019,16,30,22,35,6,5
IndiGo,27-03-2019,Delhi,Cochin,DEL → HYD → MAA → COK,04:55,21:20,16:25,2,No Info,6223,27,3,2019,4,55,21,20,16,25
IndiGo,09-06-2019,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:30,05:15,1,No Info,5380,9,6,2019,15,15,20,30,5,15
Multiple carriers,06-06-2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13:30,1,No Info,7740,6,6,2019,7,30,21,0,13,30
Jet Airways,12-06-2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,13:20,1,In-flight meal not included,9899,12,6,2019,6,30,19,50,13,20
Jet Airways,18-05-2019,Banglore,Delhi,BLR → DEL,11:10,14:05,02:55,0,In-flight meal not included,5198,18,5,2019,11,10,14,5,2,55
Jet Airways,27-03-2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,04:25,23h,2,In-flight meal not included,9254,27,3,2019,5,25,4,25,23h,
Jet Airways,18-05-2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,10:05,20h,1,No Info,14388,18,5,2019,14,5,10,5,20h,
Vistara,06-05-2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,09:05,25:55:00,1,No Info,8137,6,5,2019,7,10,9,5,25,55
Air India,09-05-2019,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15,23h,2,No Info,13591,9,5,2019,20,15,19,15,23h,
SpiceJet,12-05-2019,Kolkata,Banglore,CCU → KNU → BLR,11:35,18:50,07:15,1,No Info,8479,12,5,2019,11,35,18,50,7,15
Jet Airways,15-05-2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,18:15,23:20,1,In-flight meal not included,10844,15,5,2019,18,55,18,15,23,20
Air India,12-06-2019,Kolkata,Banglore,CCU → DEL → BLR,17:30,20:25,26:55:00,1,No Info,10203,12,6,2019,17,30,20,25,26,55
IndiGo,12-06-2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,08:10,1,No Info,6938,12,6,2019,14,20,22,30,8,10
Multiple carriers,15-06-2019,Delhi,Cochin,DEL → HYD → COK,09:45,22:30,12:45,1,No Info,9646,15,6,2019,9,45,22,30,12,45
IndiGo,01-06-2019,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5h,1,No Info,6593,1,6,2019,16,0,21,0,5h,
Vistara Premium economy,01-03-2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,02:15,0,No Info,9125,1,3,2019,7,5,9,20,2,15
Multiple carriers,15-05-2019,Delhi,Cochin,DEL → BOM → COK,15:15,01:30,10:15,1,No Info,7670,15,5,2019,15,15,1,30,10,15
Air India,06-06-2019,Kolkata,Banglore,CCU → VNS → DEL → BLR,14:30,23:15,08:45,2,No Info,15894,6,6,2019,14,30,23,15,8,45
Jet Airways,15-05-2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,07:15,1,In-flight meal not included,5608,15,5,2019,10,20,17,35,7,15
GoAir,21-05-2019,Delhi,Cochin,DEL → AMD → COK,07:25,13:20,05:55,1,No Info,5842,21,5,2019,7,25,13,20,5,55
SpiceJet,27-03-2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,04:30,1,No Info,4466,27,3,2019,8,45,13,15,4,30
IndiGo,24-06-2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,02:20,0,No Info,3597,24,6,2019,13,15,15,35,2,20
Jet Airways,18-03-2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,23:00,11:20,1,No Info,13555,18,3,2019,11,40,23,0,11,20
Air India,03-06-2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,09:15,1,No Info,10979,3,6,2019,10,0,19,15,9,15
Jet Airways,18-05-2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13:30,2,No Info,15129,18,5,2019,5,30,19,0,13,30
Air India,21-03-2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,0,No Info,5674,21,3,2019,14,10,17,10,3h,
Vistara,27-04-2019,Banglore,Delhi,BLR → DEL,09:45,12:35,02:50,0,No Info,5613,27,4,2019,9,45,12,35,2,50
SpiceJet,24-03-2019,Kolkata,Banglore,CCU → BLR,22:20,00:40,02:20,0,No check-in baggage included,5725,24,3,2019,22,20,0,40,2,20
IndiGo,09-03-2019,Banglore,New Delhi,BLR → DEL,16:55,19:45,02:50,0,No Info,10067,9,3,2019,16,55,19,45,2,50
SpiceJet,12-04-2019,Banglore,Delhi,BLR → DEL,09:30,12:20,02:50,0,No check-in baggage included,4885,12,4,2019,9,30,12,20,2,50
Air India,09-06-2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25,27:20:00,1,No Info,7690,9,6,2019,6,5,9,25,27,20
IndiGo,03-03-2019,Delhi,Cochin,DEL → BOM → COK,20:30,01:35,05:05,1,No Info,8258,3,3,2019,20,30,1,35,5,5
Multiple carriers,12-06-2019,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1,No Info,7408,12,6,2019,7,0,21,0,14h,
Jet Airways,24-05-2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12:20,1,In-flight meal not included,10844,24,5,2019,8,25,20,45,12,20
Jet Airways,21-03-2019,Delhi,Cochin,DEL → MAA → BOM → COK,16:10,18:50,26:40:00,2,In-flight meal not included,8728,21,3,2019,16,10,18,50,26,40
IndiGo,24-06-2019,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,09:35,1,No Info,5894,24,6,2019,11,25,21,0,9,35
Air India,12-03-2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,02:35,0,No Info,4435,12,3,2019,20,45,23,20,2,35
Jet Airways,21-05-2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,01:25,0,In-flight meal not included,4050,21,5,2019,2,55,4,20,1,25
IndiGo,15-04-2019,Kolkata,Banglore,CCU → BLR,22:15,00:50,02:35,0,No Info,4174,15,4,2019,22,15,0,50,2,35
Air India,27-03-2019,Delhi,Cochin,DEL → MAA → COK,09:45,09:25,23:40,1,No Info,5957,27,3,2019,9,45,9,25,23,40
Jet Airways,09-06-2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,21:05,28:05:00,1,No Info,12692,9,6,2019,17,0,21,5,28,5
IndiGo,24-03-2019,Banglore,New Delhi,BLR → DEL,16:55,19:45,02:50,0,No Info,7303,24,3,2019,16,55,19,45,2,50
Air India,01-05-2019,Kolkata,Banglore,CCU → HYD → BLR,19:00,11:05,16:05,1,No Info,6117,1,5,2019,19,0,11,5,16,5
IndiGo,12-05-2019,Delhi,Cochin,DEL → COK,05:35,08:50,03:15,0,No Info,6015,12,5,2019,5,35,8,50,3,15
Air India,09-06-2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,09:25,05:35,20:10,2,No Info,11642,9,6,2019,9,25,5,35,20,10
Multiple carriers,18-05-2019,Delhi,Cochin,DEL → BOM → COK,06:40,19:15,12:35,1,No Info,7564,18,5,2019,6,40,19,15,12,35
IndiGo,24-04-2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,0,No Info,4823,24,4,2019,16,55,19,55,3h,
IndiGo,27-06-2019,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11:05,1,No Info,6442,27,6,2019,5,5,16,10,11,5
Air India,09-06-2019,Kolkata,Banglore,CCU → HYD → BLR,19:00,11:05,16:05,1,No Info,6327,9,6,2019,19,0,11,5,16,5
Air India,27-03-2019,Delhi,Cochin,DEL → BLR → COK,09:45,08:15,22:30,1,No Info,7416,27,3,2019,9,45,8,15,22,30
Air India,27-05-2019,Delhi,Cochin,DEL → LKO → BOM → COK,07:10,07:40,24:30:00,2,No Info,14588,27,5,2019,7,10,7,40,24,30
Multiple carriers,12-06-2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30,15:30,1,No Info,7198,12,6,2019,10,0,1,30,15,30
Air India,27-06-2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12:15,1,No Info,8669,27,6,2019,7,0,19,15,12,15
IndiGo,09-06-2019,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14:20,1,No Info,6093,9,6,2019,6,40,21,0,14,20
Air India,09-05-2019,Kolkata,Banglore,CCU → VNS → DEL → BLR,14:30,12:30,22h,2,No Info,15107,9,5,2019,14,30,12,30,22h,
Air India,18-05-2019,Delhi,Cochin,DEL → BOM → COK,09:00,07:40,22:40,1,No Info,8372,18,5,2019,9,0,7,40,22,40
Jet Airways,01-04-2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,22:35,14:10,1,In-flight meal not included,7064,1,4,2019,8,25,22,35,14,10
Vistara,24-03-2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,22:55,15:45,1,No Info,12732,24,3,2019,7,10,22,55,15,45
SpiceJet,27-06-2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,02:20,0,No Info,3597,27,6,2019,17,45,20,5,2,20
IndiGo,24-03-2019,Banglore,New Delhi,BLR → DEL,08:30,11:30,3h,0,No Info,7303,24,3,2019,8,30,11,30,3h,
Air India,06-06-2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14:35,2,No Info,10991,6,6,2019,5,50,20,25,14,35
